shift,allocated1,allocated2,allocated3,allocated4,allocated,abandoned1,abandoned2,abandoned3,abandoned4,abandoned,Arrival time1,Arrival time2,Arrival time3,Arrival time4,Arrival time,sharing1,sharing2,sharing,SW1, SW2, SW3,SW4,SWP,SWpenalty, SW,SW1 %,SW2 %, SW3 %,SW4 %,SWP %,Working,Waiting,Moving,Patroling,Working%,Waiting%,Moving%,Patroling%,Reallocation%,completed1,completed2,completed3,completed4,completed,working1, working2, working3, working4, working,sharing1_1,sharing1_2,sharing1_3,sharing2_1,sharing2_2,SW1_average,SW2_average,SW3_average,SW4_average
0,1.0,0.4,NaN,NaN,0.225,0.7142857142857143,1.0,NaN,NaN,0.7777777777777778,32.81418251595965,43.628316864445644,NaN,NaN,35.21732348228986,1.0,1.0,1.0,NaN,NaN,0.0,0.0,2116.090378368144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23052.951598795124,0.0,24665.246419250936,25181.80198195388,0.3162270452509622,0.0,0.33834357228053435,0.3454293824685034,0.027777777777777787,0.7142857142857143,1.0,NaN,NaN,0.7777777777777778,0.7325209424726348,0.4728270737208329,NaN,NaN,0.6583226942578342,0.2982781091580452,0.3566517825466938,0.3450701082952611,0.21660894180739104,0.7833910581926089,1356.64266435451,1075.2430416734117,NaN,NaN
0,0.6666666666666666,0.75,0.6666666666666666,1.0,0.225,1.0,1.0,1.0,1.0,1.0,5.055793938512898,3.9202585571607798,5.831371693077687,21.515255958544138,8.507290983527975,1.0,0.6666666666666666,0.8,NaN,NaN,NaN,849.5200206725892,3133.79303568287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23916.535101200243,0.0,16078.122303134282,32599.536094804927,0.32945520775685394,0.0,0.22147945349547654,0.4490653387476695,0.013374485596707822,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.9396754314076828,0.9297403795494904,0.936570746847094,0.7018171383314687,0.8962032511821515,0.23779110735717526,0.09833529654330073,0.663873596099524,0.14504589101435061,0.8549541089856494,1987.951361184936,1439.3466430613717,1152.47204267248,666.5614992386877
0,1.0,1.0,1.0,0.8,0.275,0.5,0.75,1.0,1.0,0.8181818181818182,79.22766326109759,87.85791796757789,78.31172245993858,41.02233669512696,68.38982433026845,1.0,1.0,1.0,1677.8569741391934,NaN,554.3710920871409,NaN,2336.9414901470896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25400.08098074692,0.0,19302.1895515577,28001.02644645765,0.3493662878612873,0.0,0.2654926303713044,0.3851410817674083,0.011316872427983541,1.0,0.75,1.0,0.5,0.7272727272727273,0.696955490201888,0.486638876110517,0.5264441233689247,0.7166400725744619,0.6016939846566469,0.35403193669206734,0.4188919280696461,0.22707613523828668,0.08721353384580981,0.9127864661541901,898.9284870695967,791.5370054920369,614.3710920871409,652.9378732661899
0,1.0,0.8333333333333334,NaN,1.0,0.275,0.75,1.0,NaN,1.0,0.9090909090909091,49.3723002679591,121.03396699539653,NaN,59.54059824236599,83.79456659395917,1.0,1.0,1.0,NaN,NaN,0.0,NaN,2404.228973262204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23860.466756899215,0.0,21278.65774299801,27464.699829810466,0.3286392552621516,0.0,0.29307902082909026,0.37828172390875825,0.014403292181069963,1.0,0.2,NaN,1.0,0.6363636363636364,0.6927909219569289,0.3607328832325432,NaN,0.5182789447955671,0.5954934943787704,0.007112187687881458,0.07272805104347398,0.9201597612686445,0.04889338604176115,0.9511066139582388,1604.496896900711,596.4977104962255,NaN,504.47183724742354
0,0.8333333333333334,1.0,1.0,NaN,0.275,1.0,1.0,1.0,NaN,1.0,126.38518947212917,71.89352904141293,6.96499377419409,NaN,84.85727737042599,0.8,1.0,0.8888888888888888,NaN,NaN,NaN,0.0,2566.1877811779586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24868.68170905148,0.0,17250.237103646745,30039.01629808327,0.34464236914306773,0.0,0.2390622331024727,0.4162953977544596,0.016460905349794244,0.6,0.75,1.0,NaN,0.7272727272727273,0.5274844626465831,0.5140908520045003,0.8933278215537324,NaN,0.6139226983825893,0.3018863491940889,0.2477821575371859,0.45033149326872524,0.30833505325951144,0.6916649467404886,1199.07689732737,886.6031253145671,1130.773037929578,NaN
0,0.5,0.8333333333333334,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,3.6557783816791924,33.78546272510258,23.496750742565744,134.72250852699102,48.90216105463057,1.0,0.8,0.8333333333333334,NaN,NaN,1681.4704113423313,215.10199003326485,3385.7872092435264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19103.209764916428,0.0,15611.880527707803,37302.50199701616,0.2652575455186995,0.0,0.2167787068598452,0.5179637476214553,0.016460905349794244,1.0,0.6,0.5,0.5,0.6,0.9319567899972336,0.6181615635968579,0.23691737046736955,0.47462659998666984,0.5829975752069745,0.2454598973371156,0.14046863978968646,0.6140714628731979,0.439086296699203,0.560913703300797,2007.407580200862,1120.9591837258565,958.1901381559821,273.74500365285405
0,1.0,0.8333333333333334,1.0,0.0,0.25,1.0,0.8,1.0,NaN,0.9,30.777180235947576,64.44124610522707,173.9030413208331,NaN,61.92179927907588,1.0,0.8,0.8888888888888888,NaN,3612.4272739789253,49.33178938138855,0.0,2267.578919489046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26291.71123365214,0.0,21964.175787246946,24590.872582382304,0.3609180611029928,0.0,0.3015120494976357,0.33756988939937155,0.029835390946502068,0.75,0.6,0.0,NaN,0.6,0.8781255725586714,0.5657447298613227,NaN,NaN,0.7219351512099971,0.17524935841594125,0.1546988329226789,0.6700518086613799,0.1228584629152718,0.8771415370847282,2107.8949536015966,1230.638402988334,NaN,NaN
0,1.0,0.7142857142857143,0.5,1.0,0.225,1.0,1.0,1.0,1.0,1.0,8.636864909596632,32.458962279738266,19.314750361019833,13.606475789362538,24.16215313867032,1.0,1.0,1.0,NaN,NaN,NaN,NaN,2623.073954932783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28777.510361946635,0.0,14494.132948570812,28868.491289809685,0.39891123743226475,0.0,0.20091635576883282,0.4001724067989024,0.017489711934156382,1.0,0.2,1.0,1.0,0.5555555555555556,0.9618624060020218,0.9507623109376667,0.6944581723298253,0.7380506545501913,0.8166368396739794,0.019075705262101283,0.006778932392632027,0.9741453623452667,0.3675758127006186,0.6324241872993813,2212.2414506751966,1215.4290163774767,1017.3508343214876,713.4296606610469
0,1.0,1.0,NaN,0.75,0.275,0.5,0.75,NaN,0.6666666666666666,0.6363636363636364,47.60052228691728,24.650145283868607,NaN,38.93075771640722,36.89044940294229,1.0,1.0,1.0,NaN,4053.6906827138805,0.0,NaN,2703.645479086484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28907.11667253913,0.0,16938.910117591036,27865.429711503843,0.39216585920939345,0.0,0.22980023623892903,0.37803390455167757,0.022633744855967083,0.5,0.25,NaN,0.6666666666666666,0.45454545454545453,0.6934076010812895,0.9382393456962228,NaN,0.6639076659858312,0.7305739759660929,0.3257008843680621,0.3221964689745828,0.35210264665735513,0.033106561710587255,0.9668934382894128,1207.7908819309946,1567.5626292573934,NaN,729.361882013872
0,0.8,1.0,1.0,1.0,0.275,1.0,1.0,0.0,1.0,0.9090909090909091,12.805799440453665,55.726447751942516,18.715406332202384,14.474955858691976,25.503892265992775,1.0,0.6666666666666666,0.8571428571428571,NaN,NaN,1022.5768336345157,NaN,2563.832885801054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26216.772167022922,0.0,18922.77962771705,27361.105856139387,0.3616073704223143,0.0,0.2610014893773524,0.37739114020033343,0.017489711934156386,0.75,0.6666666666666666,1.0,0.6666666666666666,0.7272727272727273,0.6628186872183879,0.583054370717755,0.6812522044671955,0.867181932299818,0.6962726090196881,0.35332407191867216,0.2918196712286652,0.3548562568526627,0.0016937849502388354,0.9983062150497611,1445.933180225946,802.2723977462902,1022.5768336345157,702.3201941679947
