
1.0,20,0.545,0.602,0.556,0.585,0.572,0.69,0.655,0.662,0.578,0.555,918.0587992780358
1.0,21,0.617,0.697,0.673,0.67,0.71,0.777,0.715,0.727,0.708,0.705,925.0355603882476
1.0,20,0.545,0.602,0.556,0.585,0.572,0.69,0.655,0.662,0.578,0.555,1090.9728678145632
1.0,21,0.617,0.697,0.673,0.67,0.71,0.777,0.715,0.727,0.708,0.705,1200.204873660382
1.0,19,0.584,0.588,0.608,0.525,0.574,0.613,0.71,0.589,0.633,0.577,1125.7976059877851
